Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Crohn Disease,C0010346,DMBT1,1755,Q9UGM3,deleted in malignant brain tumors 1,Enzyme,135,0.533,0.654,4.48E-63,0.07,,1,7,1,2007,2017
Crohn Disease,C0010346,MYO9B,4650,Q13459,myosin IXB,,65,0.644,0.615,1,0.07,,1,7,4,2006,2016
Crohn Disease,C0010346,PTGER4,5734,P35408,prostaglandin E receptor 4,G-protein coupled receptor,120,0.558,0.731,0.9755,0.07,,1,7,0,2007,2017
Crohn Disease,C0010346,IL33,90865,O95760,interleukin 33,,487,0.409,0.885,8.29E-10,0.07,,1,7,0,2007,2019
Crohn Disease,C0010346,CDKN2A,1029,P42771;Q8N726,cyclin dependent kinase inhibitor 2A,,1314,0.3,0.885,0.39474,0.06,,1,6,0,2013,2019
Crohn Disease,C0010346,DEFB1,1672,P60022,defensin beta 1,,177,0.509,0.808,0.4059,0.06,,0.833,6,3,2005,2014
Crohn Disease,C0010346,FKBP4,2288,Q02790,FKBP prolyl isomerase 4,Enzyme,149,0.532,0.769,0.15539,0.06,,1,6,0,2017,2019
Crohn Disease,C0010346,KLRK1,22914,P26718,killer cell lectin like receptor K1,,255,0.467,0.769,6.98E-14,0.06,,1,6,0,2007,2017
Crohn Disease,C0010346,IBD3,30829,,inflammatory bowel disease 3,,5,0.861,0.038,,0.06,,1,6,0,2002,2014
Crohn Disease,C0010346,INPP5D,3635,Q92835,inositol polyphosphate-5-phosphatase D,,109,0.558,0.731,0.97198,0.06,,1,6,0,2015,2019
Crohn Disease,C0010346,ISG20,3669,Q96AZ6,interferon stimulated exonuclease gene 20,,414,0.414,0.846,0.002899,0.06,,1,6,0,1999,2018
Crohn Disease,C0010346,JAK1,3716,P23458,Janus kinase 1,Kinase,239,0.474,0.769,0.99998,0.06,,1,6,0,2017,2019
Crohn Disease,C0010346,LYZ,4069,P61626,lysozyme,,178,0.526,0.846,3.41E-06,0.06,,1,6,0,1992,2019
Crohn Disease,C0010346,MIR31,407035,,microRNA 31,,235,0.471,0.769,,0.06,,1,6,0,2013,2019
Crohn Disease,C0010346,MMP9,4318,P14780,matrix metallopeptidase 9,Enzyme,1337,0.305,0.923,1.89E-17,0.06,,1,6,0,2007,2019
Crohn Disease,C0010346,NFKBIA,4792,P25963,NFKB inhibitor alpha,,226,0.487,0.885,0.99452,0.06,,1,6,1,2004,2014
Crohn Disease,C0010346,PLA2G1B,5319,P04054,phospholipase A2 group IB,Enzyme,268,0.468,0.846,1.01E-10,0.06,,1,6,0,1995,2019
Crohn Disease,C0010346,IL17D,53342,Q8TAD2,interleukin 17D,,259,0.464,0.808,0.19796,0.06,,1,6,0,2005,2016
Crohn Disease,C0010346,HAMP,57817,P81172,hepcidin antimicrobial peptide,,377,0.433,0.846,0.0081797,0.06,,1,6,0,2017,2020
Crohn Disease,C0010346,IL21,59067,Q9HBE4,interleukin 21,,321,0.441,0.769,0.6254,0.06,,1,6,0,2007,2018
Crohn Disease,C0010346,REG1A,5967,P05451,regenerating family member 1 alpha,,264,0.467,0.846,0.000013499,0.06,,1,6,0,2001,2019
Crohn Disease,C0010346,CCL5,6352,P13501,C-C motif chemokine ligand 5,Signaling,514,0.403,0.885,0.0017516,0.06,,0.833,6,0,2005,2013
Crohn Disease,C0010346,TRBV20OR9-2,6962,,T cell receptor beta variable 20/OR9-2 (non-functional),,456,0.403,0.923,,0.06,,1,6,0,1996,2018
Crohn Disease,C0010346,VIM,7431,P08670,vimentin,,644,0.372,0.846,0.71255,0.06,,1,6,0,2013,2018
Crohn Disease,C0010346,KLRC4-KLRK1,100528032,P26718,KLRC4-KLRK1 readthrough,,246,0.469,0.769,,0.05,,1,5,0,2011,2017
Crohn Disease,C0010346,CDKN2D,1032,P55273,cyclin dependent kinase inhibitor 2D,,110,0.547,0.769,0.49473,0.05,,1,5,0,2013,2019
Crohn Disease,C0010346,IL17F,112744,Q96PD4,interleukin 17F,,236,0.48,0.808,0.039165,0.05,,1,5,1,2008,2019
Crohn Disease,C0010346,H3P13,115482685,,H3 histone pseudogene 13,,78,0.584,0.769,,0.05,,1,5,0,2013,2019
Crohn Disease,C0010346,CCR5,1234,P51681,C-C motif chemokine receptor 5 (gene/pseudogene),G-protein coupled receptor,508,0.398,0.885,4.31E-10,0.05,,0.8,5,0,2001,2005
Crohn Disease,C0010346,CTNNB1,1499,P35222,catenin beta 1,,1368,0.303,0.885,0.99999,0.05,,1,5,0,2004,2018
Crohn Disease,C0010346,DECR1,1666,Q16698,"2,4-dienoyl-CoA reductase 1",Enzyme,399,0.426,0.885,4.47E-14,0.05,,1,5,0,2001,2019
Crohn Disease,C0010346,DEFA5,1670,Q01523,defensin alpha 5,,34,0.695,0.423,5.19E-06,0.05,,1,5,0,2001,2019
Crohn Disease,C0010346,ATN1,1822,P54259,atrophin 1,,499,0.409,0.885,0.99992,0.05,,1,5,0,2010,2019
Crohn Disease,C0010346,ESR1,2099,P03372,estrogen receptor 1,Nuclear receptor,1101,0.324,0.962,0.9992,0.05,,1,5,1,2019,2019
Crohn Disease,C0010346,F9,2158,P00740,coagulation factor IX,Enzyme,276,0.465,0.885,0.99776,0.05,,1,5,0,2013,2019
Crohn Disease,C0010346,SMUG1,23583,Q53HV7,single-strand-selective monofunctional uracil-DNA glycosylase 1,,1034,0.322,0.923,0.00045154,0.05,,1,5,0,2017,2019
Crohn Disease,C0010346,GEM,2669,P55040,GTP binding protein overexpressed in skeletal muscle,,251,0.467,0.769,1.18E-08,0.05,,0.8,5,0,2009,2019
Crohn Disease,C0010346,CD274,29126,Q9NZQ7,CD274 molecule,Receptor,1011,0.324,0.923,0.01916,0.05,,1,5,0,2012,2020
Crohn Disease,C0010346,HNF4A,3172,P41235,hepatocyte nuclear factor 4 alpha,Nuclear receptor,340,0.461,0.808,0.15285,0.05,,1,5,0,2008,2017
Crohn Disease,C0010346,HSPA1A,3303,P0DMV8;P0DMV9,heat shock protein family A (Hsp70) member 1A,,229,0.486,0.769,0.030228,0.05,,0.8,5,0,1999,2007
Crohn Disease,C0010346,HSPA1B,3304,P0DMV8;P0DMV9,heat shock protein family A (Hsp70) member 1B,,251,0.474,0.808,0.0053464,0.05,,0.8,5,0,1999,2007
Crohn Disease,C0010346,HSPA2,3306,P54652,heat shock protein family A (Hsp70) member 2,,115,0.55,0.808,0.048648,0.05,,0.8,5,0,1999,2007
Crohn Disease,C0010346,IBD2,3378,,inflammatory bowel disease 2,,13,0.805,0.154,,0.05,,0.8,5,0,2000,2005
Crohn Disease,C0010346,IRF1,3659,P10914,interferon regulatory factor 1,Transcription factor,257,0.468,0.769,0.9909,0.05,,1,5,1,2006,2014
Crohn Disease,C0010346,KIR3DL1,3811,P43629,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1",Receptor,231,0.475,0.769,8.36E-14,0.05,,0.8,5,0,2009,2019
Crohn Disease,C0010346,MLH1,4292,P40692,mutL homolog 1,Nucleic acid binding,526,0.399,0.808,0.0000341,0.05,,1,5,0,1997,2008
Crohn Disease,C0010346,PON1,5444,P27169,paraoxonase 1,,496,0.409,0.885,9.81E-11,0.05,,1,5,0,2007,2018
Crohn Disease,C0010346,BCL2,596,P10415,BCL2 apoptosis regulator,Signaling,1456,0.291,0.885,0.55903,0.05,,1,5,0,1999,2018
Crohn Disease,C0010346,SPP1,6696,P10451,secreted phosphoprotein 1,,824,0.353,0.885,0.000002146,0.05,,1,5,3,2005,2018
Crohn Disease,C0010346,TG,7038,P01266,thyroglobulin,Enzyme modulator,240,0.48,0.808,2.88E-59,0.05,,1,5,0,2016,2019
Crohn Disease,C0010346,TIMP1,7076,P01033,TIMP metallopeptidase inhibitor 1,Enzyme modulator,603,0.38,0.885,0.4993,0.05,,1,5,0,2000,2018
Crohn Disease,C0010346,VEGFA,7422,P15692,vascular endothelial growth factor A,Signaling,1899,0.266,0.923,0.000024085,0.05,,1,5,0,1999,2018
Crohn Disease,C0010346,VIP,7432,P01282,vasoactive intestinal peptide,Signaling,376,0.437,0.846,0.00041995,0.05,,0.8,5,0,2005,2019
Crohn Disease,C0010346,XBP1,7494,P17861,X-box binding protein 1,,234,0.477,0.846,0.032014,0.05,,1,5,1,2008,2019
Crohn Disease,C0010346,UST,10090,Q9Y2C2,uronyl 2-sulfotransferase,,17,0.792,0.192,0.43933,0.04,,0.75,4,0,2019,2019
Crohn Disease,C0010346,EBI3,10148,Q14213,Epstein-Barr virus induced 3,Signaling,233,0.474,0.808,0.10797,0.04,,1,4,0,1998,2005
Crohn Disease,C0010346,MTCO2P12,107075310,,MT-CO2 pseudogene 12,,703,0.368,0.962,,0.04,,1,4,0,1998,2018
Crohn Disease,C0010346,CCR9,10803,P51686,C-C motif chemokine receptor 9,G-protein coupled receptor,90,0.573,0.692,0.0041986,0.04,,1,4,0,2001,2018
Crohn Disease,C0010346,CHI3L1,1116,P36222,chitinase 3 like 1,,420,0.419,0.885,0.000011133,0.04,,1,4,0,2006,2019
Crohn Disease,C0010346,CCN2,1490,P29279,cellular communication network factor 2,Signaling,518,0.399,0.846,0.00050202,0.04,,1,4,0,1998,2013
Crohn Disease,C0010346,CX3CR1,1524,P49238,C-X3-C motif chemokine receptor 1,G-protein coupled receptor,310,0.457,0.885,0.061371,0.04,,1,4,2,2006,2017
Crohn Disease,C0010346,ACE,1636,P12821,angiotensin I converting enzyme,Enzyme,1082,0.328,0.923,1.03E-37,0.04,,1,4,1,2001,2019
Crohn Disease,C0010346,DEFA6,1671,Q01524,defensin alpha 6,,13,0.792,0.115,4.25E-06,0.04,,1,4,0,2001,2016
Crohn Disease,C0010346,DPEP1,1800,P16444,dipeptidase 1,,100,0.57,0.654,3.47E-10,0.04,,1,4,0,2010,2016
Crohn Disease,C0010346,ECM1,1893,Q16610,extracellular matrix protein 1,,120,0.576,0.731,4.66E-14,0.04,,1,4,1,2008,2019
Crohn Disease,C0010346,TMEM201,199953,Q5SNT2,transmembrane protein 201,,21,0.729,0.346,0.99004,0.04,,1,4,0,2005,2020
Crohn Disease,C0010346,F5,2153,P12259,coagulation factor V,Enzyme,369,0.441,0.846,5.92E-15,0.04,,0.75,4,0,2000,2014
Crohn Disease,C0010346,FCGR3B,2215,O75015,Fc fragment of IgG receptor IIIb,Cell adhesion,291,0.452,0.962,3.03E-07,0.04,,1,4,0,2009,2018
Crohn Disease,C0010346,NLRP1,22861,Q9C000,NLR family pyrin domain containing 1,,200,0.502,0.769,4.97E-19,0.04,,1,4,1,2008,2013
Crohn Disease,C0010346,ICOSLG,23308,O75144,inducible T cell costimulator ligand,,69,0.601,0.654,0.00035482,0.04,,1,4,0,2010,2015
Crohn Disease,C0010346,PLA2G15,23659,Q8NCC3,phospholipase A2 group XV,Enzyme,170,0.52,0.769,0.37838,0.04,,1,4,0,2017,2019
Crohn Disease,C0010346,GCG,2641,P01275,glucagon,,441,0.431,0.885,0.034814,0.04,,1,4,0,2012,2020
Crohn Disease,C0010346,GH1,2688,P01241,growth hormone 1,Signaling,686,0.373,0.923,0.030057,0.04,,1,4,0,2006,2018
Crohn Disease,C0010346,SGSM3,27352,Q96HU1,small G protein signaling modulator 3,Enzyme,259,0.469,0.808,3.41E-15,0.04,,1,4,0,2011,2019
Crohn Disease,C0010346,ANXA1,301,P04083,annexin A1,,336,0.442,0.885,1.20E-07,0.04,,1,4,0,1998,2013
Crohn Disease,C0010346,HMOX1,3162,P09601,heme oxygenase 1,,666,0.381,0.923,0.0096817,0.04,,0.75,4,0,2010,2018
Crohn Disease,C0010346,HSPA4,3308,P34932,heat shock protein family A (Hsp70) member 4,,550,0.394,0.923,0.99954,0.04,,0.75,4,0,1999,2017
Crohn Disease,C0010346,IL10RA,3587,Q13651,interleukin 10 receptor subunit alpha,Receptor,90,0.579,0.692,0.017808,0.04,,1,4,0,2003,2016
Crohn Disease,C0010346,IRF5,3663,Q13568,interferon regulatory factor 5,Transcription factor,226,0.489,0.731,0.0090365,0.04,,1,4,2,2007,2015
Crohn Disease,C0010346,MMP1,4312,P03956,matrix metallopeptidase 1,Enzyme,589,0.385,0.885,7.72E-18,0.04,,1,4,0,2000,2007
Crohn Disease,C0010346,MNAT1,4331,P51948,MNAT1 component of CDK activating kinase,Enzyme modulator,131,0.539,0.846,1.31E-12,0.04,,1,4,0,1998,2011
Crohn Disease,C0010346,COX2,4513,P00403,cytochrome c oxidase subunit II,Enzyme,875,0.352,0.962,,0.04,,1,4,0,1998,2018
Crohn Disease,C0010346,NT5E,4907,P21589,5'-nucleotidase ecto,Enzyme,376,0.436,0.885,2.29E-11,0.04,,1,4,0,2009,2019
Crohn Disease,C0010346,PAEP,5047,P09466,progestagen associated endometrial protein,Enzyme,397,0.43,0.846,3.11E-08,0.04,,0.75,4,0,1992,2019
Crohn Disease,C0010346,DUOX2,50506,Q9NRD8,dual oxidase 2,Enzyme,150,0.533,0.769,4.50E-56,0.04,,1,4,0,2007,2016
Crohn Disease,C0010346,IBD6,50942,,inflammatory bowel disease 6,,5,0.861,0.077,,0.04,,1,4,0,2003,2015
Crohn Disease,C0010346,TREM1,54210,Q9NP99,triggering receptor expressed on myeloid cells 1,,172,0.515,0.808,0.0062776,0.04,,0.75,4,1,2009,2019
Crohn Disease,C0010346,ACSS2,55902,Q9NR19,acyl-CoA synthetase short chain family member 2,Enzyme,188,0.506,0.808,1.14E-13,0.04,,1,4,0,2017,2019
Crohn Disease,C0010346,RAC1,5879,P63000,Rac family small GTPase 1,Enzyme modulator,415,0.429,0.962,0.76228,0.04,,1,4,0,2013,2018
Crohn Disease,C0010346,CCL20,6364,P78556,C-C motif chemokine ligand 20,Signaling,242,0.474,0.846,0.00024242,0.04,,1,4,0,2004,2017
Crohn Disease,C0010346,CXCL12,6387,P48061,C-X-C motif chemokine ligand 12,,626,0.379,0.846,0.11851,0.04,,1,4,0,2000,2014
Crohn Disease,C0010346,SLCO2A1,6578,Q92959,solute carrier organic anion transporter family member 2A1,Transporter,112,0.578,0.654,2.28E-13,0.04,,1,4,0,2015,2019
Crohn Disease,C0010346,SOAT1,6646,P35610,sterol O-acyltransferase 1,Enzyme,389,0.424,0.846,7.36E-10,0.04,,1,4,0,2011,2019
Crohn Disease,C0010346,STAT6,6778,P42226,signal transducer and activator of transcription 6,Nucleic acid binding,281,0.475,0.808,0.98849,0.04,,0.75,4,0,2003,2011
Crohn Disease,C0010346,ADAM17,6868,P78536,ADAM metallopeptidase domain 17,,316,0.453,0.808,0.99528,0.04,,1,4,0,2006,2018
Crohn Disease,C0010346,TGFB2,7042,P61812,transforming growth factor beta 2,Signaling,389,0.433,0.885,0.99905,0.04,,1,4,0,2002,2019
Crohn Disease,C0010346,HSP90B1,7184,P14625,heat shock protein 90 beta family member 1,Chaperone,155,0.522,0.808,0.9972,0.04,,1,4,0,2005,2017
Crohn Disease,C0010346,ACCS,84680,Q96QU6,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),Enzyme,161,0.522,0.731,8.98E-07,0.04,,1,4,0,2017,2019
Crohn Disease,C0010346,ORMDL3,94103,Q8N138,ORMDL sphingolipid biosynthesis regulator 3,,35,0.666,0.423,0.78329,0.04,,1,4,0,2010,2019
Crohn Disease,C0010346,NAT2,10,P11245,N-acetyltransferase 2,Enzyme,311,0.451,0.885,3.27E-06,0.03,,1,3,0,2005,2014
Crohn Disease,C0010346,CD24,100133941,P25063,CD24 molecule,,244,0.472,0.769,,0.03,,1,3,1,2011,2015
Crohn Disease,C0010346,MICA,100507436,Q29983,MHC class I polypeptide-related sequence A,,248,0.473,0.846,0.0049697,0.03,,1,3,1,2001,2017
Crohn Disease,C0010346,OPTN,10133,Q96CV9,optineurin,,136,0.548,0.808,5.91E-18,0.03,,1,3,0,2015,2018
Crohn Disease,C0010346,TRAF3IP2,10758,O43734,TRAF3 interacting protein 2,,103,0.585,0.692,1.62E-09,0.03,,1,3,0,2013,2020
Crohn Disease,C0010346,MAPK14,1432,Q16539,mitogen-activated protein kinase 14,Kinase,626,0.379,0.923,0.37466,0.03,,1,3,0,2002,2015
Crohn Disease,C0010346,CYP3A4,1576,P08684,cytochrome P450 family 3 subfamily A member 4,Enzyme,291,0.462,0.885,5.80E-11,0.03,,1,3,0,2006,2019
Crohn Disease,C0010346,DEFA1,1667,P59665,defensin alpha 1,,57,0.636,0.731,,0.03,,1,3,0,2010,2018
Crohn Disease,C0010346,AGER,177,Q15109,advanced glycosylation end-product specific receptor,Receptor,450,0.42,0.885,6.35E-16,0.03,,1,3,2,2009,2014
Crohn Disease,C0010346,DPP4,1803,P27487,dipeptidyl peptidase 4,Enzyme,451,0.42,0.808,7.28E-09,0.03,,1,3,0,2012,2019
Crohn Disease,C0010346,AGT,183,P01019,angiotensinogen,Enzyme modulator,765,0.367,0.923,4.97E-08,0.03,,1,3,0,2006,2019
Crohn Disease,C0010346,MTOR,2475,P42345,mechanistic target of rapamycin kinase,Kinase,960,0.343,0.885,1,0.03,,1,3,0,2013,2019
Crohn Disease,C0010346,PART1,25859,,prostate androgen-regulated transcript 1,,250,0.483,0.885,,0.03,,1,3,0,2017,2019
Crohn Disease,C0010346,NR3C1,2908,P04150,nuclear receptor subfamily 3 group C member 1,Nuclear receptor,590,0.393,0.885,0.96958,0.03,,1,3,0,2009,2012
Crohn Disease,C0010346,GSTM1,2944,P09488,glutathione S-transferase mu 1,,627,0.38,0.923,0.0020641,0.03,,1,3,0,2007,2019
Crohn Disease,C0010346,GSTT1,2952,P30711,glutathione S-transferase theta 1,,541,0.393,0.923,0.00014834,0.03,,1,3,0,2011,2017
Crohn Disease,C0010346,HIF1A,3091,Q16665,hypoxia inducible factor 1 subunit alpha,Transcription factor,1044,0.327,0.923,0.9777,0.03,,1,3,0,2013,2018
Crohn Disease,C0010346,HLA-DPB1,3115,P04440,"major histocompatibility complex, class II, DP beta 1",Immune response,324,0.453,0.923,5.33E-10,0.03,,0.667,3,0,1998,2000
Crohn Disease,C0010346,HLA-DQA1,3117,P01909,"major histocompatibility complex, class II, DQ alpha 1",Immune response,427,0.416,0.846,0.023947,0.03,,0.667,3,0,1995,2020
Crohn Disease,C0010346,HLA-G,3135,P17693,"major histocompatibility complex, class I, G",,279,0.461,0.769,1.37E-11,0.03,,1,3,0,2007,2018
Crohn Disease,C0010346,APC,324,P25054,APC regulator of WNT signaling pathway,,703,0.373,0.962,1,0.03,,1,3,0,2002,2016
Crohn Disease,C0010346,IL4R,3566,P24394,interleukin 4 receptor,Receptor,242,0.474,0.846,0.00023013,0.03,,0.667,3,0,2001,2003
Crohn Disease,C0010346,IL6ST,3572,P40189,interleukin 6 signal transducer,Signaling,260,0.475,0.808,0.99978,0.03,,1,3,0,2001,2018
Crohn Disease,C0010346,IL13RA2,3598,Q14627,interleukin 13 receptor subunit alpha 2,Signaling,103,0.556,0.654,4.02E-07,0.03,,1,3,0,2017,2019
Crohn Disease,C0010346,IDO1,3620,P14902,"indoleamine 2,3-dioxygenase 1",,295,0.454,0.846,3.30E-06,0.03,,1,3,1,2002,2019
Crohn Disease,C0010346,ITGAX,3687,P20702,integrin subunit alpha X,,170,0.504,0.769,1.37E-15,0.03,,1,3,0,2009,2019
Crohn Disease,C0010346,ITPA,3704,Q9BY32,inosine triphosphatase,Enzyme,77,0.604,0.5,1.01E-07,0.03,,1,3,0,2006,2012
Crohn Disease,C0010346,MIR122,406906,,microRNA 122,,250,0.468,0.808,,0.03,,1,3,1,2016,2019
Crohn Disease,C0010346,MIR19B1,406980,,microRNA 19b-1,,144,0.529,0.769,,0.03,,1,3,0,2015,2019
Crohn Disease,C0010346,MMP2,4313,P08253,matrix metallopeptidase 2,Enzyme,1021,0.333,0.923,0.83878,0.03,,1,3,0,2003,2012
Crohn Disease,C0010346,MSH2,4436,P43246,mutS homolog 2,Nucleic acid binding,490,0.406,0.808,0.89539,0.03,,1,3,0,2001,2008
Crohn Disease,C0010346,MUC5AC,4586,P98088,"mucin 5AC, oligomeric mucus/gel-forming",Enzyme modulator,224,0.483,0.808,9.99E-09,0.03,,1,3,0,2001,2019
Crohn Disease,C0010346,NOS1,4842,P29475,nitric oxide synthase 1,,521,0.408,0.885,1,0.03,,1,3,0,2007,2013
Crohn Disease,C0010346,P2RX7,5027,Q99572,purinergic receptor P2X 7,Ion channel,337,0.45,0.808,3.33E-11,0.03,,1,3,4,2007,2014
Crohn Disease,C0010346,IBD4,50608,,inflammatory bowel disease 4,,5,0.89,0.077,,0.03,,1,3,0,2003,2018
Crohn Disease,C0010346,CUZD1,50624,Q86UP6,CUB and zona pellucida like domains 1,,17,0.769,0.308,2.29E-11,0.03,,1,3,0,2015,2017
Crohn Disease,C0010346,TLR8,51311,Q9NR97,toll like receptor 8,,122,0.543,0.769,0.32401,0.03,,1,3,0,2009,2016
Crohn Disease,C0010346,ACP1,52,P24666,acid phosphatase 1,,107,0.566,0.731,1.75E-08,0.03,,0.667,3,0,2000,2012
Crohn Disease,C0010346,SERPINA1,5265,P01009,serpin family A member 1,Enzyme modulator,482,0.41,0.923,6.85E-08,0.03,,1,3,0,1980,2008
Crohn Disease,C0010346,PI3,5266,P19957,peptidase inhibitor 3,Enzyme modulator,92,0.57,0.692,0.16965,0.03,,1,3,0,2007,2017
Crohn Disease,C0010346,IL26,55801,Q9NPH9,interleukin 26,,51,0.631,0.538,0.00053514,0.03,,1,3,0,2009,2017
Crohn Disease,C0010346,PRTN3,5657,P24158,proteinase 3,Enzyme,215,0.503,0.808,0.000038044,0.03,,1,3,0,1999,2018
Crohn Disease,C0010346,RELA,5970,Q04206,"RELA proto-oncogene, NF-kB subunit",Transcription factor,483,0.406,0.885,0.99948,0.03,,1,3,0,1996,2015
Crohn Disease,C0010346,BCL3,602,P20749,BCL3 transcription coactivator,,136,0.541,0.731,0.98871,0.03,,1,3,0,2010,2016
Crohn Disease,C0010346,CCL11,6356,P51671,C-C motif chemokine ligand 11,Signaling,250,0.473,0.885,0.010211,0.03,,1,3,0,1996,2018
Crohn Disease,C0010346,SLC39A8,64116,Q9C0K1,solute carrier family 39 member 8,Transporter,138,0.584,0.769,0.66924,0.03,,1,3,1,2016,2019
Crohn Disease,C0010346,SH3GL1,6455,Q99961,"SH3 domain containing GRB2 like 1, endophilin A2",,33,0.686,0.346,0.011714,0.03,,1,3,0,2017,2019
Crohn Disease,C0010346,IL25,64806,Q9H293,interleukin 25,,139,0.529,0.846,0.00092347,0.03,,1,3,0,2003,2020
Crohn Disease,C0010346,SLC15A1,6564,P46059,solute carrier family 15 member 1,Transporter,31,0.7,0.615,4.99E-13,0.03,,1,3,1,2009,2017
Crohn Disease,C0010346,TACR1,6869,P25103,tachykinin receptor 1,G-protein coupled receptor,217,0.502,0.885,0.00038437,0.03,,1,3,0,2000,2010
Crohn Disease,C0010346,TCF4,6925,P15884,transcription factor 4,Transcription factor,378,0.464,0.846,0.99981,0.03,,1,3,0,2007,2010
Crohn Disease,C0010346,TCF7L2,6934,Q9NQB0,transcription factor 7 like 2,,257,0.485,0.846,0.99537,0.03,,1,3,1,2007,2010
Crohn Disease,C0010346,TFF3,7033,Q07654,trefoil factor 3,Signaling,163,0.518,0.885,0.01591,0.03,,1,3,0,2010,2019
Crohn Disease,C0010346,TIMP3,7078,P35625,TIMP metallopeptidase inhibitor 3,Enzyme modulator,325,0.445,0.923,0.63037,0.03,,0.667,3,0,2009,2012
Crohn Disease,C0010346,TLR1,7096,Q15399,toll like receptor 1,,198,0.496,0.808,5.87E-23,0.03,,1,3,1,2006,2015
Crohn Disease,C0010346,CDR3,8163,,Cerebellar degeneration-related autoantigen-3,,233,0.472,0.808,,0.03,,1,3,0,1997,2018
Crohn Disease,C0010346,MADCAM1,8174,Q13477,mucosal vascular addressin cell adhesion molecule 1,,36,0.67,0.5,0.53462,0.03,,0.667,3,0,2003,2018
Crohn Disease,C0010346,CASP1,834,P29466,caspase 1,Enzyme,444,0.413,0.885,0.000035183,0.03,,1,3,0,2002,2017
Crohn Disease,C0010346,CASP3,836,P42574,caspase 3,Enzyme,819,0.351,0.923,0.10017,0.03,,1,3,0,2011,2017
Crohn Disease,C0010346,REG4,83998,Q9BYZ8,regenerating family member 4,,67,0.615,0.385,0.00075276,0.03,,1,3,0,2001,2018
Crohn Disease,C0010346,ULK1,8408,O75385,unc-51 like autophagy activating kinase 1,Kinase,99,0.564,0.769,0.99318,0.03,,1,3,1,2011,2017
Crohn Disease,C0010346,RIPK2,8767,O43353,receptor interacting serine/threonine kinase 2,Kinase,83,0.587,0.769,0.39282,0.03,,1,3,0,2009,2014
Crohn Disease,C0010346,CD19,930,P15391,CD19 molecule,,365,0.43,0.885,0.90496,0.03,,1,3,0,2002,2018
Crohn Disease,C0010346,CD163,9332,Q86VB7,CD163 molecule,Enzyme,369,0.427,0.846,0.0008338,0.03,,0.667,3,0,2013,2020
Crohn Disease,C0010346,CD28,940,P10747,CD28 molecule,,364,0.436,0.885,0.35779,0.03,,1,3,0,2001,2017
Crohn Disease,C0010346,ABCG2,9429,Q9UNQ0,ATP binding cassette subfamily G member 2 (Junior blood group),Transporter,420,0.419,0.885,2.10E-32,0.03,,1,3,1,2009,2012
Crohn Disease,C0010346,ENTPD1,953,P49961,ectonucleoside triphosphate diphosphohydrolase 1,Enzyme,206,0.499,0.769,0.0080716,0.03,,1,3,0,2009,2019
Crohn Disease,C0010346,ADA,100,P00813,adenosine deaminase,Enzyme,379,0.44,0.885,2.88E-12,0.02,,1,2,0,2005,2019
Crohn Disease,C0010346,H3C9P,100289545,,"H3 clustered histone 9, pseudogene",,43,0.656,0.538,,0.02,,1,2,0,1999,2000
Crohn Disease,C0010346,IL18BP,10068,O95998,interleukin 18 binding protein,,75,0.603,0.731,1.48E-08,0.02,,1,2,0,2002,2007
Crohn Disease,C0010346,CALCOCO2,10241,Q13137,calcium binding and coiled-coil domain 2,,21,0.722,0.423,0.0001027,0.02,,1,2,1,2013,2013
Crohn Disease,C0010346,CDX2,1045,Q99626,caudal type homeobox 2,Transcription factor,278,0.458,0.769,0.52887,0.02,,0.5,2,0,2008,2008
Crohn Disease,C0010346,NXF1,10482,Q9UBU9,nuclear RNA export factor 1,Nucleic acid binding,141,0.531,0.885,0.9763,0.02,,1,2,0,1996,1997
Crohn Disease,C0010346,UPK3B,105375355,Q9BT76,uroplakin 3B,,82,0.584,0.808,0.00023426,0.02,,1,2,0,1998,2000
Crohn Disease,C0010346,AHSA1,10598,O95433,activator of HSP90 ATPase activity 1,,526,0.396,0.923,0.99896,0.02,,1,2,0,2002,2015
Crohn Disease,C0010346,RN7SL263P,106480993,,"RNA, 7SL, cytoplasmic 263, pseudogene",,189,0.496,0.808,,0.02,,1,2,0,2003,2016
Crohn Disease,C0010346,IL24,11009,Q13007,interleukin 24,,202,0.498,0.769,5.88E-07,0.02,,1,2,0,2009,2014
Crohn Disease,C0010346,CD160,11126,O95971,CD160 molecule,,87,0.59,0.615,0.000068425,0.02,,1,2,0,2013,2019
Crohn Disease,C0010346,RASSF1,11186,Q9NS23,Ras association domain family member 1,Enzyme modulator,400,0.42,0.808,4.93E-06,0.02,,1,2,0,2019,2019
Crohn Disease,C0010346,LINC02605,112935892,,long intergenic non-protein coding RNA 2605,,203,0.49,0.769,,0.02,,1,2,0,2017,2019
Crohn Disease,C0010346,CDCA5,113130,Q96FF9,cell division cycle associated 5,,105,0.563,0.808,0.0011583,0.02,,1,2,0,1998,2000
Crohn Disease,C0010346,AZIN2,113451,Q96A70,antizyme inhibitor 2,Enzyme,187,0.499,0.808,8.87E-07,0.02,,1,2,0,2017,2018
