Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC35A1,10559,P78382,solute carrier family 35 member A1,Transporter,99,0.601,0.654,0.68262,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC19A2,10560,O60779,solute carrier family 19 member 2,Transporter,70,0.636,0.692,0.00043398,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,AHSA1,10598,O95433,activator of HSP90 ATPase activity 1,,526,0.396,0.923,0.99896,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLCO1B1,10599,Q9Y6L6,solute carrier organic anion transporter family member 1B1,Transporter,151,0.538,0.731,1.1086E-21,0.01,,1,1,0,1995,1995
"Diabetes Mellitus, Insulin-Dependent",C0011854,IGF2BP2,10644,Q9Y6M1,insulin like growth factor 2 mRNA binding protein 2,Enzyme,94,0.588,0.615,0.23861,0.01,,1,1,1,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,CST12P,106478911,,"cystatin 12, pseudogene",,51,0.641,0.615,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,RN7SL263P,106480993,,"RNA, 7SL, cytoplasmic 263, pseudogene",,189,0.496,0.808,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,OGA,10724,O60502,O-GlcNAcase,,140,0.534,0.731,0.96569,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,YME1L1,10730,Q96TA2,YME1 like 1 ATPase,Enzyme,60,0.633,0.654,0.028988,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,PHTF1,10745,Q9UMS5,putative homeodomain transcription factor 1,Transcription factor,2,0.931,0.192,9.6863E-26,0.01,,1,1,1,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,MASP2,10747,O00187,mannan binding lectin serine peptidase 2,Enzyme,86,0.582,0.692,3.0428E-14,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,NES,10763,P48681,nestin,,302,0.45,0.808,1.6236E-06,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,CCL27,10850,Q9Y4X3,C-C motif chemokine ligand 27,Signaling,185,0.502,0.846,0.013511,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,LILRB1,10859,Q8NHL6,leukocyte immunoglobulin like receptor B1,Receptor,168,0.51,0.769,5.6502E-14,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,DINOL,108783646,,damage induced long noncoding RNA,,10,0.821,0.346,,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,PPARGC1A,10891,Q9UBK2,PPARG coactivator 1 alpha,Transcription factor,350,0.453,0.885,0.9973,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADCY3,109,O60266,adenylate cyclase 3,,47,0.678,0.615,1.9545E-11,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,KCNQ1OT1,10984,,KCNQ1 opposite strand/antisense transcript 1,,159,0.534,0.731,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SDS,10993,P20132,serine dehydratase,Enzyme,139,0.534,0.769,0.00013923,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ERVK-32,110006328,,"endogenous retrovirus group K member 32, envelope",,158,0.522,0.692,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CHAT,1103,P28329,choline O-acetyltransferase,Enzyme,230,0.52,0.808,5.6328E-11,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CIT,11113,O14578,citron rho-interacting serine/threonine kinase,Kinase,127,0.555,0.692,0.9997,0.01,,1,1,0,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,BTN3A2,11118,P78410,butyrophilin subfamily 3 member A2,Enzyme modulator,27,0.716,0.462,1.1002E-10,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,FAF1,11124,Q9UNN5,Fas associated factor 1,,49,0.666,0.731,0.99895,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,NUDT3,11165,O95989,nudix hydrolase 3,Enzyme,10,0.861,0.269,0.42531,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC2A6,11182,Q9UGQ3,solute carrier family 2 member 6,Transporter,39,0.674,0.538,6.7106E-06,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,POLG2,11232,Q9UHN1,"DNA polymerase gamma 2, accessory subunit",Enzyme,158,0.558,0.769,1.528E-10,0.01,,1,1,0,1994,1994
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRRT2,112476,Q7Z6L0,proline rich transmembrane protein 2,,353,0.448,0.808,0.57919,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,USP18,11274,Q9UMW8,ubiquitin specific peptidase 18,,79,0.601,0.615,0.0014952,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL17F,112744,Q96PD4,interleukin 17F,,236,0.48,0.808,0.039165,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,ACOT7,11332,O00154,acyl-CoA thioesterase 7,Enzyme,146,0.531,0.769,0.75926,0.01,,1,1,0,2002,2002
"Diabetes Mellitus, Insulin-Dependent",C0011854,TNDM1,114253699,,"Diabetes mellitus, transient neonatal, 1",,5,0.861,0.154,,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,KIR3DL3,115653,Q8N743,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3",Receptor,7,0.861,0.346,0.00012102,0.01,,0,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,APOA5,116519,Q6Q788,apolipoprotein A5,,107,0.587,0.615,5.5765E-10,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,LEAP2,116842,Q969E1,liver enriched antimicrobial peptide 2,,10,0.839,0.308,0.0012684,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TAGAP,117289,Q8N103,T cell activation RhoGTPase activating protein,Enzyme modulator,24,0.7,0.462,0.84621,0.01,,1,1,1,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADD1,118,P35611,adducin 1,Cellular structure,67,0.612,0.615,0.9883,0.01,,0,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADD2,119,P35612,adducin 2,Cellular structure,29,0.678,0.615,0.9961,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,SERPINA3,12,P01011,serpin family A member 3,Enzyme modulator,229,0.486,0.846,8.833E-14,0.01,,1,1,1,2002,2002
"Diabetes Mellitus, Insulin-Dependent",C0011854,CCR1,1230,P32246,C-C motif chemokine receptor 1,G-protein coupled receptor,192,0.531,0.769,0.38775,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,CCR3,1232,P51677,C-C motif chemokine receptor 3,G-protein coupled receptor,149,0.527,0.808,0.00012636,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CCR4,1233,P51679,C-C motif chemokine receptor 4,G-protein coupled receptor,168,0.51,0.731,0.06863,0.01,,1,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,CCR8,1237,P51685,C-C motif chemokine receptor 8,G-protein coupled receptor,67,0.597,0.692,0.0077492,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,LTB4R,1241,Q15722,leukotriene B4 receptor,G-protein coupled receptor,107,0.576,0.692,0.11994,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ABCC2,1244,Q92887,ATP binding cassette subfamily C member 2,Transporter,254,0.483,0.808,5.2025E-47,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,CNR1,1268,P21554,cannabinoid receptor 1,G-protein coupled receptor,393,0.446,0.808,0.50652,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADH5,128,P11766,"alcohol dehydrogenase 5 (class III), chi polypeptide",Enzyme,65,0.604,0.731,2.5356E-11,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,COL2A1,1280,P02458,collagen type II alpha 1 chain,,496,0.444,0.846,1,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,COL4A2,1284,P08572,collagen type IV alpha 2 chain,,131,0.563,0.654,3.5842E-15,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,COL11A2,1302,P13942,collagen type XI alpha 2 chain,,399,0.435,0.846,0.70197,0.01,,1,1,0,2001,2001
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADAD1,132612,Q96M93,adenosine deaminase domain containing 1,Enzyme,8,0.821,0.269,0.038952,0.01,,1,1,1,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADORA2A,135,P29274,adenosine A2a receptor,G-protein coupled receptor,213,0.526,0.769,0.5971,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,CR1,1378,P17927,complement C3b/C4b receptor 1 (Knops blood group),,129,0.533,0.808,1.6488E-35,0.01,,1,1,0,1992,1992
"Diabetes Mellitus, Insulin-Dependent",C0011854,CREBBP,1387,Q92793,CREB binding protein,,438,0.428,0.808,1,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,CRK,1398,P46108,"CRK proto-oncogene, adaptor protein",,544,0.394,0.923,0.95936,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,DOCK11,139818,Q5JSL3,dedicator of cytokinesis 11,Enzyme modulator,57,0.606,0.731,0.012097,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,CRYAB,1410,P02511,crystallin alpha B,,200,0.515,0.731,0.02247,0.01,,1,1,1,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,PARP1,142,P09874,poly(ADP-ribose) polymerase 1,,565,0.389,0.923,0.00033366,0.01,,1,1,0,2001,2001
"Diabetes Mellitus, Insulin-Dependent",C0011854,CRYGD,1421,P07320,crystallin gamma D,,168,0.51,0.808,0.00030317,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,CRYZ,1429,Q08257,crystallin zeta,,145,0.524,0.731,5.6616E-23,0.01,,1,1,0,1999,1999
"Diabetes Mellitus, Insulin-Dependent",C0011854,CACUL1,143384,Q86Y37,CDK2 associated cullin domain 1,,54,0.638,0.577,0.96315,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CSF3,1440,P09919,colony stimulating factor 3,,687,0.377,0.885,0.38046,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CSK,1445,P41240,C-terminal Src kinase,Kinase,91,0.606,0.692,0.99977,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,VCAN,1462,P13611,versican,Extracellular structure,205,0.497,0.808,1,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADRA1A,148,P35348,adrenoceptor alpha 1A,G-protein coupled receptor,294,0.462,0.846,3.3722E-07,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,CCN2,1490,P29279,cellular communication network factor 2,Signaling,518,0.399,0.846,0.00050202,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,CTRL,1506,P40313,chymotrypsin like,Enzyme,76,0.599,0.846,1.0976E-09,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,CTSB,1508,P07858,cathepsin B,Enzyme,304,0.457,0.846,5.8819E-11,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADRA2B,151,P18089,adrenoceptor alpha 2B,G-protein coupled receptor,296,0.465,0.846,4.4533E-06,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,CTSG,1511,P08311,cathepsin G,Enzyme,95,0.563,0.731,9.5595E-06,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,RMDN2,151393,Q96LZ7,regulator of microtubule dynamics 2,,137,0.531,0.769,4.4061E-24,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CTSL,1514,P07711,cathepsin L,Enzyme,225,0.488,0.846,0.0080454,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,CTSV,1515,O60911,cathepsin V,Enzyme,22,0.716,0.462,2.3031E-07,0.01,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,EFHB,151651,Q8N7U6,EF-hand domain family member B,,1,1,0.115,5.7973E-24,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,BTLA,151888,Q7Z6A9,B and T lymphocyte associated,,74,0.593,0.577,0.020987,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,CUX1,1523,P39880;Q13948,cut like homeobox 1,Transcription factor,283,0.465,0.846,1,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC2A12,154091,Q8TD20,solute carrier family 2 member 12,Transporter,26,0.729,0.5,0.00005551,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,CYP2D6,1565,P10635,cytochrome P450 family 2 subfamily D member 6,,432,0.437,0.885,1.0793E-25,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,CYP7A1,1581,P22680,cytochrome P450 family 7 subfamily A member 1,Enzyme,91,0.576,0.615,0.00024507,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,CBLL2,158506,Q8N7E2,Cbl proto-oncogene like 2,Enzyme,235,0.476,0.808,,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CYP27A1,1593,Q02318,cytochrome P450 family 27 subfamily A member 1,Enzyme,167,0.538,0.731,5.2916E-19,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC35G1,159371,Q2M3R5,solute carrier family 35 member G1,Transporter,60,0.615,0.654,0.16174,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC5A8,160728,Q8N695,solute carrier family 5 member 8,Transporter,62,0.615,0.577,4.9955E-16,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,DAXX,1616,Q9UER7,death domain associated protein,,137,0.544,0.692,0.098633,0.01,,1,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,DEFA1,1667,P59665,defensin alpha 1,,57,0.636,0.731,,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,DEFB4A,1673,O15263,defensin beta 4A,,177,0.507,0.769,0.0011637,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,DES,1674,P17661,desmin,,330,0.46,0.846,0.0088282,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,GIMAP7,168537,Q8NHV1,"GTPase, IMAP family member 7",,5,0.89,0.231,,0.01,,1,1,0,2002,2002
"Diabetes Mellitus, Insulin-Dependent",C0011854,AAVS1,17,,adeno-associated virus integration site 1,,78,0.595,0.731,,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,DHPS,1725,P49366,deoxyhypusine synthase,,62,0.67,0.538,0.00016305,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,NQO1,1728,P15559,NAD(P)H quinone dehydrogenase 1,,368,0.434,0.885,1.1867E-09,0.01,,1,1,2,1999,1999
"Diabetes Mellitus, Insulin-Dependent",C0011854,DIAPH2,1730,O60879,diaphanous related formin 2,,37,0.678,0.538,0.99443,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,DLAT,1737,P10515,dihydrolipoamide S-acetyltransferase,,93,0.576,0.731,2.2998E-08,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,AGA,175,P20933,aspartylglucosaminidase,Enzyme,143,0.57,0.808,4.2802E-06,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,DNAH8,1769,Q96JB1,dynein axonemal heavy chain 8,Enzyme,120,0.556,0.731,1.1489E-60,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,DPYS,1807,Q14117,dihydropyrimidinase,Enzyme,63,0.621,0.577,2.785E-11,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC26A3,1811,P40879,solute carrier family 26 member 3,Transporter,128,0.554,0.692,1.3699E-13,0.01,,1,1,1,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,DSPP,1834,Q9NZW4,dentin sialophosphoprotein,,114,0.556,0.769,1.1191E-07,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,TOR1A,1861,O14656,torsin family 1 member A,Chaperone,115,0.566,0.731,0.00050557,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,ABCA1,19,O95477,ATP binding cassette subfamily A member 1,Transporter,291,0.467,0.846,1.4525E-13,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,S1PR1,1901,P21453,sphingosine-1-phosphate receptor 1,G-protein coupled receptor,126,0.546,0.769,0.73269,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,EDN1,1906,P05305,endothelin 1,Signaling,679,0.38,0.846,0.45504,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,EEF2,1938,P13639,eukaryotic translation elongation factor 2,Enzyme,83,0.599,0.731,0.99995,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,EFNA1,1942,P20827,ephrin A1,Kinase,69,0.61,0.5,0.46263,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,ARID2,196528,Q68CP9,AT-rich interaction domain 2,,167,0.543,0.808,1,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,EIF4E,1977,P06730,eukaryotic translation initiation factor 4E,Nucleic acid binding,317,0.448,0.846,0.94133,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,ELAVL2,1993,Q12926,ELAV like RNA binding protein 2,,199,0.486,0.808,0.99514,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ELF3,1999,P78545,E74 like ETS transcription factor 3,Transcription factor,112,0.551,0.808,0.98323,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,ENO2,2026,P09104,enolase 2,Enzyme,239,0.475,0.846,0.38396,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,EPHB4,2050,P54760,EPH receptor B4,Kinase,157,0.524,0.692,0.013497,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,EPO,2056,P01588,erythropoietin,,646,0.381,0.885,0.01125,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,ERCC1,2067,P07992,"ERCC excision repair 1, endonuclease non-catalytic subunit",Enzyme,345,0.445,0.846,1.5933E-07,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,ERG,2078,P11308,ETS transcription factor ERG,Transcription factor,298,0.453,0.808,0.96413,0.01,,1,1,0,1994,1994
"Diabetes Mellitus, Insulin-Dependent",C0011854,AKT2,208,P31751,AKT serine/threonine kinase 2,Kinase,264,0.474,0.769,0.64432,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,ESD,2098,P10768,esterase D,Enzyme,48,0.656,0.615,5.3945E-07,0.01,,1,1,0,1994,1994
"Diabetes Mellitus, Insulin-Dependent",C0011854,ESRRA,2101,P11474,estrogen related receptor alpha,Nuclear receptor,112,0.548,0.654,0.59696,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,ETFA,2108,P13804,electron transfer flavoprotein subunit alpha,Enzyme,195,0.508,0.731,0.0029217,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ETS1,2113,P14921,"ETS proto-oncogene 1, transcription factor",Transcription factor,327,0.444,0.731,0.7816,0.01,,1,1,0,1991,1991
"Diabetes Mellitus, Insulin-Dependent",C0011854,F2,2147,P00734,"coagulation factor II, thrombin",Enzyme,490,0.415,0.885,0.0011118,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,F2R,2149,P25116,coagulation factor II thrombin receptor,G-protein coupled receptor,347,0.444,0.846,0.0084678,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,F2RL1,2150,P55085,F2R like trypsin receptor 1,G-protein coupled receptor,256,0.48,0.769,0.00014843,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,FABP4,2167,P15090,fatty acid binding protein 4,,194,0.5,0.808,0.000051764,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,FABP1,2168,P07148,fatty acid binding protein 1,,85,0.588,0.692,9.8037E-07,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,FABP2,2169,P12104,fatty acid binding protein 2,,65,0.608,0.654,0.0049806,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ALDH2,217,P05091,aldehyde dehydrogenase 2 family member,Enzyme,337,0.457,0.885,3.3959E-10,0.01,,1,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,ACSL1,2180,P33121,acyl-CoA synthetase long chain family member 1,Enzyme,68,0.617,0.577,0.0015324,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,PTK2B,2185,Q14289,protein tyrosine kinase 2 beta,Kinase,319,0.448,0.808,0.93536,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,FASN,2194,P49327,fatty acid synthase,Enzyme,245,0.474,0.846,1,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,CCNY,219771,Q8ND76,cyclin Y,,26,0.711,0.269,0.80672,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,FCER2,2208,P06734,Fc fragment of IgE receptor II,Receptor,104,0.56,0.654,7.6122E-12,0.01,,1,1,0,1998,1998
"Diabetes Mellitus, Insulin-Dependent",C0011854,FCGR1A,2209,P12314,Fc fragment of IgG receptor Ia,Cell adhesion,141,0.532,0.731,0.00013116,0.01,,0,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,FCGR1B,2210,Q92637,Fc fragment of IgG receptor Ib,Cell adhesion,57,0.633,0.692,1.3372E-10,0.01,,0,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,PI16,221476,Q6UXB8,peptidase inhibitor 16,Immune response,5,0.861,0.192,7.1384E-09,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ALDH3A2,224,P51648,aldehyde dehydrogenase 3 family member A2,,78,0.619,0.769,9.4055E-06,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,FGB,2244,P02675,fibrinogen beta chain,Signaling,95,0.584,0.692,0.56616,0.01,,1,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,FGF1,2246,P05230,fibroblast growth factor 1,Signaling,184,0.507,0.846,0.44406,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,FGF2,2247,P09038,fibroblast growth factor 2,Signaling,635,0.383,0.923,0.0184,0.01,,1,1,0,1997,1997
"Diabetes Mellitus, Insulin-Dependent",C0011854,FGF3,2248,P11487,fibroblast growth factor 3,Signaling,200,0.505,0.808,0.000093139,0.01,,1,1,0,1994,1994
"Diabetes Mellitus, Insulin-Dependent",C0011854,FGF14,2259,Q92915,fibroblast growth factor 14,Signaling,90,0.619,0.692,0.90887,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,FGR,2268,P09769,"FGR proto-oncogene, Src family tyrosine kinase",Kinase,56,0.647,0.615,0.48408,0.01,,1,1,0,2000,2000
"Diabetes Mellitus, Insulin-Dependent",C0011854,IKZF3,22806,Q9UKT9,IKAROS family zinc finger 3,Transcription factor,64,0.608,0.692,0.98416,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,CARD8,22900,Q9Y2G2,caspase recruitment domain family member 8,,78,0.59,0.731,1.7672E-06,0.01,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,KLRK1,22914,P26718,killer cell lectin like receptor K1,,255,0.467,0.769,6.9812E-14,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,MMRN1,22915,Q13201,multimerin 1,,272,0.465,0.846,2.0714E-25,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,SIRT2,22933,Q8IXJ6,sirtuin 2,Epigenetic regulator,172,0.51,0.769,2.3295E-08,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,FOXF1,2294,Q12946,forkhead box F1,,135,0.54,0.692,0.95792,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,TPX2,22974,Q9ULW0,TPX2 microtubule nucleation factor,Cellular structure,122,0.541,0.692,0.99981,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,FOXO3,2309,O43524,forkhead box O3,,381,0.431,0.808,0.98806,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MCF2L2,23101,Q86YR7,MCF.2 cell line derived transforming sequence-like 2,Signaling,60,0.628,0.577,1.1565E-24,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,NCDN,23154,Q9UBB6,neurochondrin,,8,0.89,0.231,0.99964,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PMPCA,23203,Q10713,"peptidase, mitochondrial processing subunit alpha",Enzyme,83,0.633,0.577,3.437E-11,0.01,,1,1,0,2018,2018
