Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Autism Spectrum Disorders,C1510586,IFNA1,3439,P01562,interferon alpha 1,,662,0.371,0.923,,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,IFNA13,3447,P01562,interferon alpha 13,,646,0.374,0.923,,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,APOE,348,P02649,apolipoprotein E,,1049,0.338,0.962,0.0018685,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,IGF2,3481,P01344,insulin like growth factor 2,,604,0.39,0.885,0.044127,0.02,,1,2,0,2017,2018
Autism Spectrum Disorders,C1510586,IL2,3558,P60568,interleukin 2,,950,0.336,0.885,0.47968,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,IL9,3578,P15248,interleukin 9,,291,0.461,0.846,8.1087E-07,0.02,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,IL13,3596,P35225,interleukin 13,,587,0.386,0.846,0.014426,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,LEP,3952,P41159,leptin,,931,0.349,0.846,0.46491,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,LRP1,4035,Q07954,LDL receptor related protein 1,,252,0.482,0.769,1,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,MIR132,406921,,microRNA 132,,222,0.485,0.846,,0.02,,1,2,0,2015,2017
Autism Spectrum Disorders,C1510586,MIR137,406928,,microRNA 137,,171,0.513,0.846,,0.02,,1,2,0,2014,2018
Autism Spectrum Disorders,C1510586,MIR34A,407040,,microRNA 34a,,428,0.421,0.846,,0.02,,1,2,0,2015,2017
Autism Spectrum Disorders,C1510586,CAPRIN1,4076,Q14444,cell cycle associated protein 1,Transporter,29,0.691,0.5,0.97247,0.02,,1,2,0,2013,2016
Autism Spectrum Disorders,C1510586,MBNL1,4154,Q9NR56,muscleblind like splicing regulator 1,Nucleic acid binding,52,0.65,0.615,0.70579,0.02,,1,2,0,2017,2018
Autism Spectrum Disorders,C1510586,MEF2A,4205,Q02078,myocyte enhancer factor 2A,Transcription factor,99,0.585,0.692,0.98706,0.02,,1,2,0,2008,2019
Autism Spectrum Disorders,C1510586,MIF,4282,P14174,macrophage migration inhibitory factor,,455,0.412,0.885,0.012262,0.02,,1,2,0,2008,2019
Autism Spectrum Disorders,C1510586,MKI67,4288,P46013,marker of proliferation Ki-67,,351,0.431,0.808,1.2598E-28,0.02,,1,2,0,2009,2011
Autism Spectrum Disorders,C1510586,MMP9,4318,P14780,matrix metallopeptidase 9,Enzyme,1337,0.305,0.923,1.8869E-17,0.02,,1,2,0,2017,2018
Autism Spectrum Disorders,C1510586,ASNS,440,P08243,asparagine synthetase (glutamine-hydrolyzing),Enzyme,90,0.595,0.692,9.3611E-06,0.02,,1,2,1,2017,2018
Autism Spectrum Disorders,C1510586,MSN,4478,P26038,moesin,Cellular structure,140,0.534,0.769,0.99967,0.02,,1,2,0,2012,2016
Autism Spectrum Disorders,C1510586,NCAM1,4684,P13591,neural cell adhesion molecule 1,,445,0.415,0.885,0.99999,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,NR4A2,4929,P43354,nuclear receptor subfamily 4 group A member 2,Nuclear receptor,166,0.529,0.846,0.99959,0.02,,1,2,0,2016,2018
Autism Spectrum Disorders,C1510586,FOXP3,50943,Q9BZS1,forkhead box P3,,688,0.368,0.846,0.99424,0.02,,1,2,2,2017,2019
Autism Spectrum Disorders,C1510586,PHF21A,51317,Q96BD5,PHD finger protein 21A,,50,0.682,0.5,1,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,PEX7,5191,O00628,peroxisomal biogenesis factor 7,,100,0.603,0.615,8.1798E-13,0.02,,1,2,0,2012,2013
Autism Spectrum Disorders,C1510586,POMC,5443,P01189,proopiomelanocortin,,873,0.356,0.846,0.00011658,0.02,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,PON1,5444,P27169,paraoxonase 1,,496,0.409,0.885,9.8142E-11,0.02,,0.5,2,2,2010,2010
Autism Spectrum Disorders,C1510586,PPARA,5465,Q07869,peroxisome proliferator activated receptor alpha,Nuclear receptor,408,0.432,0.885,0.030182,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,PPARG,5468,P37231,peroxisome proliferator activated receptor gamma,Nuclear receptor,877,0.358,0.885,0.029194,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,KIF1A,547,Q12756,kinesin family member 1A,Cellular structure,187,0.559,0.692,1,0.02,,1,2,1,2017,2018
Autism Spectrum Disorders,C1510586,CHDH,55349,Q8NE62,choline dehydrogenase,Enzyme,158,0.529,0.769,0.000001685,0.02,,1,2,0,2017,2018
Autism Spectrum Disorders,C1510586,BAG1,573,Q99933,BAG cochaperone 1,,128,0.538,0.769,6.5264E-06,0.02,,1,2,0,2016,2017
Autism Spectrum Disorders,C1510586,MRTFB,57496,Q9ULH7,myocardin related transcription factor B,,20,0.76,0.308,0.99999,0.02,,1,2,1,2010,2018
Autism Spectrum Disorders,C1510586,MIB1,57534,Q86YT6,mindbomb E3 ubiquitin protein ligase 1,Enzyme,329,0.438,0.769,3.3574E-88,0.02,,1,2,0,2009,2011
Autism Spectrum Disorders,C1510586,NLGN2,57555,Q8NFZ4,neuroligin 2,,31,0.722,0.269,0.99974,0.02,,1,2,0,2012,2013
Autism Spectrum Disorders,C1510586,KMT2C,58508,Q8NEZ4,lysine methyltransferase 2C,,114,0.558,0.692,1,0.02,,1,2,0,2016,2017
Autism Spectrum Disorders,C1510586,RAC1,5879,P63000,Rac family small GTPase 1,Enzyme modulator,415,0.429,0.962,0.76228,0.02,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,RORA,6095,P35398,RAR related orphan receptor A,Nuclear receptor,158,0.533,0.808,0.40096,0.02,,1,2,2,2016,2017
Autism Spectrum Disorders,C1510586,ROS1,6098,P08922,"ROS proto-oncogene 1, receptor tyrosine kinase",Kinase,356,0.439,0.885,1.6184E-72,0.02,,1,2,0,2017,2017
Autism Spectrum Disorders,C1510586,OPN1SW,611,P03999,"opsin 1, short wave sensitive",G-protein coupled receptor,164,0.519,0.769,0.021134,0.02,,1,2,0,2017,2017
Autism Spectrum Disorders,C1510586,RPL10,6134,P27635,ribosomal protein L10,Nucleic acid binding,116,0.568,0.731,0.90915,0.02,,1,2,2,2009,2014
Autism Spectrum Disorders,C1510586,SCD,6319,O00767,stearoyl-CoA desaturase,,225,0.49,0.808,0.96968,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,SCN3A,6328,Q9NY46,sodium voltage-gated channel alpha subunit 3,Ion channel,88,0.617,0.538,1,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,SCN9A,6335,Q15858,sodium voltage-gated channel alpha subunit 9,Ion channel,213,0.543,0.615,4.7524E-19,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,SEMA3F,6405,Q13275,semaphorin 3F,Signaling,55,0.653,0.615,0.99989,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,LRRC4,64101,Q9HBW1,leucine rich repeat containing 4,,57,0.617,0.577,0.99787,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,CLEC7A,64581,Q9BXN2,C-type lectin domain containing 7A,,126,0.553,0.769,5.5087E-12,0.02,,1,2,1,2015,2019
Autism Spectrum Disorders,C1510586,NBEAL1,65065,Q6ZS30,neurobeachin like 1,,60,0.638,0.692,5.1093E-33,0.02,,1,2,0,2017,2020
Autism Spectrum Disorders,C1510586,BMP4,652,P12644,bone morphogenetic protein 4,Signaling,423,0.422,0.808,0.9564,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,SLC19A1,6573,P41440,solute carrier family 19 member 1,Transporter,155,0.523,0.692,6.4655E-06,0.02,,1,2,2,2016,2017
Autism Spectrum Disorders,C1510586,SMARCA2,6595,P51531,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",Epigenetic regulator,189,0.527,0.769,1,0.02,,1,2,0,2014,2017
Autism Spectrum Disorders,C1510586,SMARCA4,6597,P51532,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",Epigenetic regulator,347,0.45,0.885,1,0.02,,1,2,0,2017,2017
Autism Spectrum Disorders,C1510586,SOD1,6647,P00441,superoxide dismutase 1,Enzyme,689,0.379,0.962,0.1773,0.02,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,SOD2,6648,P04179,superoxide dismutase 2,Enzyme,668,0.379,0.923,0.15499,0.02,,1,2,0,2014,2018
Autism Spectrum Disorders,C1510586,STX1A,6804,Q16623,syntaxin 1A,Transporter,74,0.621,0.654,0.9785,0.02,,1,2,0,2016,2017
Autism Spectrum Disorders,C1510586,BST1,683,Q10588,bone marrow stromal cell antigen 1,Enzyme,41,0.67,0.423,4.2099E-11,0.02,,1,2,0,2017,2017
Autism Spectrum Disorders,C1510586,TAC1,6863,P20366,tachykinin precursor 1,,478,0.424,0.923,0.74608,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,TCF20,6942,Q9UGU0,transcription factor 20,Transcription factor,78,0.644,0.423,1,0.02,,1,2,0,2014,2016
Autism Spectrum Disorders,C1510586,TERT,7015,O14746,telomerase reverse transcriptase,Enzyme,703,0.374,0.846,0.99046,0.02,,1,2,0,2017,2018
Autism Spectrum Disorders,C1510586,TLL1,7092,O43897,tolloid like 1,,24,0.716,0.5,0.17306,0.02,,1,2,0,2009,2020
Autism Spectrum Disorders,C1510586,TPI1,7167,P60174,triosephosphate isomerase 1,Enzyme,184,0.517,0.846,0.030193,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,PHLDA2,7262,Q53GA4,pleckstrin homology like domain family A member 2,,58,0.636,0.615,0.15046,0.02,,1,2,0,2017,2018
Autism Spectrum Disorders,C1510586,WNT1,7471,P04628,Wnt family member 1,Signaling,216,0.495,0.769,0.3263,0.02,,1,2,2,2013,2019
Autism Spectrum Disorders,C1510586,WNT2,7472,P09544,Wnt family member 2,Signaling,96,0.569,0.615,0.017811,0.02,,1,2,2,2011,2017
Autism Spectrum Disorders,C1510586,USP7,7874,Q93009,ubiquitin specific peptidase 7,Enzyme,153,0.538,0.808,1,0.02,,1,2,0,2015,2019
Autism Spectrum Disorders,C1510586,MUL1,79594,Q969V5,mitochondrial E3 ubiquitin protein ligase 1,,241,0.473,0.808,1.9108E-06,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,MCPH1,79648,Q8NEM0,microcephalin 1,Nucleic acid binding,141,0.54,0.846,7.76E-30,0.02,,1,2,0,2009,2011
Autism Spectrum Disorders,C1510586,ARHGEF5,7984,Q12774,Rho guanine nucleotide exchange factor 5,,140,0.526,0.808,7.5872E-14,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,CMIP,80790,Q8IY22,c-Maf inducing protein,Transcription factor,54,0.682,0.577,0.99999,0.02,,1,2,0,2012,2017
Autism Spectrum Disorders,C1510586,CAMK4,814,Q16566,calcium/calmodulin dependent protein kinase IV,Kinase,69,0.621,0.654,0.50957,0.02,,1,2,1,2014,2020
Autism Spectrum Disorders,C1510586,KDM5C,8242,P41229,lysine demethylase 5C,,119,0.581,0.538,1,0.02,,1,2,0,2008,2019
Autism Spectrum Disorders,C1510586,ELMOD3,84173,Q96FG2,ELMO domain containing 3,Signaling,11,0.821,0.269,5.0378E-16,0.02,,1,2,0,2019,2020
Autism Spectrum Disorders,C1510586,ATP13A4,84239,Q4VNC1,ATPase 13A4,,6,0.861,0.077,3.3306E-26,0.02,,1,2,1,2010,2018
Autism Spectrum Disorders,C1510586,CAT,847,P04040,catalase,Enzyme,794,0.359,0.962,1.6263E-10,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,IRS2,8660,Q9Y4H2,insulin receptor substrate 2,,152,0.535,0.654,0.99032,0.02,,1,2,0,2013,2016
Autism Spectrum Disorders,C1510586,CACNA1H,8912,O95180,calcium voltage-gated channel subunit alpha1 H,Ion channel,82,0.628,0.423,4.7778E-10,0.02,,1,2,0,2006,2010
Autism Spectrum Disorders,C1510586,CD5L,922,O43866,CD5 molecule like,Enzyme,78,0.593,0.846,4.2297E-17,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,DLGAP1,9229,O14490,DLG associated protein 1,Receptor,35,0.691,0.385,0.99875,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,TAOK2,9344,Q9UL54,TAO kinase 2,Kinase,26,0.736,0.231,0.99976,0.02,,1,2,0,2012,2019
Autism Spectrum Disorders,C1510586,NR1D1,9572,P20393,nuclear receptor subfamily 1 group D member 1,Nuclear receptor,60,0.608,0.692,0.81796,0.02,,1,2,0,2016,2017
Autism Spectrum Disorders,C1510586,CD69,969,Q07108,CD69 molecule,,206,0.488,0.923,0.029691,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,SETD1A,9739,O15047,"SET domain containing 1A, histone lysine methyltransferase",,68,0.619,0.615,1,0.02,,1,2,0,2016,2019
Autism Spectrum Disorders,C1510586,PIEZO1,9780,Q92508,piezo type mechanosensitive ion channel component 1,Ion channel,130,0.552,0.769,3.9379E-21,0.02,,1,2,0,2009,2011
Autism Spectrum Disorders,C1510586,DGCR2,9993,P98153,DiGeorge syndrome critical region gene 2,,77,0.623,0.731,5.1573E-06,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,ADA,100,P00813,adenosine deaminase,Enzyme,379,0.44,0.885,2.8825E-12,0.01,,1,1,2,2008,2008
Autism Spectrum Disorders,C1510586,HOTAIR,100124700,,HOX transcript antisense RNA,,234,0.475,0.769,,0.01,,1,1,0,2020,2020
Autism Spectrum Disorders,C1510586,FMR1-AS1,100126270,,FMR1 antisense RNA 1,,10,0.839,0.231,,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,MIR873,100126316,,microRNA 873,,67,0.601,0.538,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,ERVMER34-1,100288413,Q9H9K5,"endogenous retrovirus group MER34 member 1, envelope",,1,1,0.038,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,MIR1290,100302276,,microRNA 1290,,62,0.61,0.615,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,LINC01672,100505887,,long intergenic non-protein coding RNA 1672,,268,0.462,0.846,,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,DEL11P13,100528024,,"Wilms tumor, aniridia, genitourinary anomalies and mental retardation syndrome",,24,0.716,0.538,,0.01,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,ABCB6,10058,Q9NP58,ATP binding cassette subfamily B member 6 (Langereis blood group),Transporter,400,0.431,0.885,8.5999E-19,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,CDH8,1006,P55286,cadherin 8,,18,0.743,0.385,0.98806,0.01,,1,1,0,2013,2013
Autism Spectrum Disorders,C1510586,PTCHD1-AS,100873065,,PTCHD1 antisense RNA (head to head),,13,0.839,0.308,,0.01,,1,1,0,2020,2020
Autism Spectrum Disorders,C1510586,NLGN4Y-AS1,100874056,,NLGN4Y antisense RNA 1,,4,0.861,0.192,,0.01,,1,1,0,2015,2015
Autism Spectrum Disorders,C1510586,IFNG-AS1,100885789,,IFNG antisense RNA 1,,33,0.659,0.654,,0.01,,1,1,0,2020,2020
Autism Spectrum Disorders,C1510586,OPN1MW3,101060233,P04001;P0DN77;P0DN78,"opsin 1, medium wave sensitive 3",,80,0.601,0.769,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,PANDAR,101154753,,promoter of CDKN1A antisense DNA damage activated RNA,,51,0.623,0.577,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,DHRS9,10170,Q9BPW9,dehydrogenase/reductase 9,Enzyme,25,0.695,0.538,7.2309E-08,0.01,,1,1,0,2012,2012
Autism Spectrum Disorders,C1510586,EMSLR,101927746,,E2F1 mRNA stabilizing lncRNA,,30,0.695,0.5,,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,ADAM10,102,O14672,ADAM metallopeptidase domain 10,,224,0.489,0.846,1,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,OLIG2,10215,Q13516,oligodendrocyte transcription factor 2,Enzyme,104,0.56,0.577,0.094592,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,MIR6126,102465134,,microRNA 6126,,10,0.839,0.231,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,LOC102723407,102723407,,immunoglobulin heavy variable 4-38-2-like,,159,0.514,0.769,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,LOC102724971,102724971,,putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8,,139,0.527,0.769,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,RTN3,10313,O95197,reticulon 3,,45,0.647,0.615,0.000066163,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,ABCA7,10347,Q8IZY2,ATP binding cassette subfamily A member 7,Transporter,70,0.644,0.577,2.1111E-55,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,ATP8A1,10396,Q9Y2Q0,ATPase phospholipid transporting 8A1,Transporter,9,0.821,0.308,0.1999,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,BAIAP2,10458,Q9UQB8,BAR/IMD domain containing adaptor protein 2,Receptor,25,0.769,0.192,0.46155,0.01,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,ZBTB18,10472,Q99592,zinc finger and BTB domain containing 18,Transcription factor,57,0.666,0.5,0.99658,0.01,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,ATG7,10533,O95352,autophagy related 7,Enzyme,179,0.505,0.769,7.3758E-12,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,PERCC1,105371045,A0A1W2PR82,proline and glutamate rich with coiled coil 1,,128,0.552,0.808,,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,CERNA3,105375847,,competing endogenous lncRNA 3 for miR-645,,140,0.531,0.808,,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,ARFGEF1,10565,Q9Y6D6,ADP ribosylation factor guanine nucleotide exchange factor 1,,34,0.674,0.423,1,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,SLU7,10569,O95391,"SLU7 homolog, splicing factor",Nucleic acid binding,26,0.729,0.346,1.6328E-09,0.01,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,PRPF8,10594,Q6P2Q9,pre-mRNA processing factor 8,Nucleic acid binding,70,0.631,0.615,1,0.01,,1,1,0,2020,2020
Autism Spectrum Disorders,C1510586,AHSA1,10598,O95433,activator of HSP90 ATPase activity 1,,526,0.396,0.923,0.99896,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,RN7SL263P,106480993,,"RNA, 7SL, cytoplasmic 263, pseudogene",,189,0.496,0.808,,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,LBX1,10660,P52954,ladybird homeobox 1,Transcription factor,16,0.736,0.462,0.67886,0.01,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,CXCR6,10663,O00574,C-X-C motif chemokine receptor 6,G-protein coupled receptor,325,0.448,0.885,0.000057212,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,CD226,10666,Q15762,CD226 molecule,,124,0.548,0.769,0.03921,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,MTCO2P12,107075310,,MT-CO2 pseudogene 12,,703,0.368,0.962,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,PTGES3,10728,Q15185,prostaglandin E synthase 3,Chaperone,56,0.641,0.731,0.98536,0.01,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,CTSC,1075,P53634,cathepsin C,Enzyme,139,0.541,0.731,1.1451E-07,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,LOC107987479,107987479,,cytochrome P450 2D6,,76,0.597,0.769,,0.01,,1,1,0,2013,2013
Autism Spectrum Disorders,C1510586,PDE10A,10846,Q9Y233,phosphodiesterase 10A,,97,0.619,0.615,0.99986,0.01,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,SLC26A1,10861,Q9H2B4,solute carrier family 26 member 1,Ion channel,33,0.686,0.577,1.0564E-11,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,PPARGC1A,10891,Q9UBK2,PPARG coactivator 1 alpha,Transcription factor,350,0.453,0.885,0.9973,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,SUB1,10923,P53999,SUB1 regulator of transcription,,260,0.465,0.846,0.89245,0.01,,1,1,0,2008,2008
Autism Spectrum Disorders,C1510586,SLC27A4,10999,Q6P1M0,solute carrier family 27 member 4,Transporter,72,0.608,0.769,0.000044885,0.01,,1,1,0,2015,2015
Autism Spectrum Disorders,C1510586,TLK2,11011,Q86UE8,tousled like kinase 2,Kinase,71,0.631,0.538,1,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,RAPGEF4,11069,Q8WZA2,Rap guanine nucleotide exchange factor 4,Enzyme modulator,51,0.647,0.538,0.99218,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,CHD4,1108,Q14839,chromodomain helicase DNA binding protein 4,,94,0.593,0.654,1,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,PTPRT,11122,O14522,protein tyrosine phosphatase receptor type T,Enzyme,53,0.636,0.538,1,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,WDR45,11152,Q9Y484,WD repeat domain 45,,72,0.647,0.423,0.99145,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,FAM107A,11170,O95990,family with sequence similarity 107 member A,,36,0.674,0.462,8.2783E-07,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,SUPT16H,11198,Q9Y5B9,"SPT16 homolog, facilitates chromatin remodeling subunit",Transcription factor,11,0.861,0.192,1,0.01,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,CHM,1121,P24386,CHM Rab escort protein,Enzyme,82,0.592,0.654,0.99899,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,PRRT2,112476,Q7Z6L0,proline rich transmembrane protein 2,,353,0.448,0.808,0.57919,0.01,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,KLF12,11278,Q9Y4X4,Kruppel like factor 12,Nucleic acid binding,58,0.647,0.654,0.98067,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,LINC02605,112935892,,long intergenic non-protein coding RNA 2605,,203,0.49,0.769,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,CDCA5,113130,Q96FF9,cell division cycle associated 5,,105,0.563,0.808,0.0011583,0.01,,1,1,0,2015,2015
Autism Spectrum Disorders,C1510586,PARK7,11315,Q99497,Parkinsonism associated deglycase,Enzyme,161,0.535,0.808,0.75335,0.01,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,CHRNA3,1136,P32297,cholinergic receptor nicotinic alpha 3 subunit,Ion channel,110,0.588,0.692,1.4197E-07,0.01,,0,1,0,2018,2018
Autism Spectrum Disorders,C1510586,GPRASP2,114928,Q96D09,G protein-coupled receptor associated sorting protein 2,,13,0.839,0.154,0.98751,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,H3P40,115482723,,H3 histone pseudogene 40,,175,0.506,0.846,,0.01,,0,1,0,2019,2019
Autism Spectrum Disorders,C1510586,RAB39B,116442,Q96DA2,"RAB39B, member RAS oncogene family",,90,0.619,0.615,0.82529,0.01,,1,1,0,2015,2015
Autism Spectrum Disorders,C1510586,ADCYAP1R1,117,P41586,ADCYAP receptor type I,G-protein coupled receptor,118,0.561,0.769,7.2275E-10,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,CYP2R1,120227,Q6VVX0,cytochrome P450 family 2 subfamily R member 1,,139,0.563,0.731,3.793E-10,0.01,,1,1,1,2015,2015
Autism Spectrum Disorders,C1510586,CNTF,1270,P26441,ciliary neurotrophic factor,,114,0.561,0.615,0.000023384,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,COL4A1,1282,P02462,collagen type IV alpha 1 chain,,277,0.484,0.731,1,0.01,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,CNTNAP5,129684,Q8WYK1,contactin associated protein family member 5,,10,0.821,0.154,0.99167,0.01,,1,1,0,2010,2010
Autism Spectrum Disorders,C1510586,RBM45,129831,Q8IUH3,RNA binding motif protein 45,,557,0.383,0.846,2.1132E-10,0.01,,1,1,0,2001,2001
Autism Spectrum Disorders,C1510586,COMP,1311,P49747,cartilage oligomeric matrix protein,,230,0.503,0.808,1.3462E-09,0.01,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,CORD1,1319,,cone rod dystrophy 1 (autosomal dominant),,19,0.722,0.423,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,ADORA2A,135,P29274,adenosine A2a receptor,G-protein coupled receptor,213,0.526,0.769,0.5971,0.01,,1,1,1,2010,2010
Autism Spectrum Disorders,C1510586,COX8A,1351,P10176,cytochrome c oxidase subunit 8A,Enzyme,526,0.4,0.846,0.11606,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,CPOX,1371,P36551,coproporphyrinogen oxidase,Enzyme,246,0.488,0.846,0.17152,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,CREB1,1385,P16220,cAMP responsive element binding protein 1,,294,0.463,0.885,0.99673,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,CRK,1398,P46108,"CRK proto-oncogene, adaptor protein",,544,0.394,0.923,0.95936,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,SLC32A1,140679,Q9H598,solute carrier family 32 member 1,Transporter,19,0.743,0.577,0.96675,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,RPS10P2,140758,,ribosomal protein S10 pseudogene 2,,3,0.931,0.038,,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,MAPK14,1432,Q16539,mitogen-activated protein kinase 14,Kinase,626,0.379,0.923,0.37466,0.01,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,CSF2,1437,P04141,colony stimulating factor 2,Signaling,1028,0.33,0.962,0.83468,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,B3GLCT,145173,Q6Y288,beta 3-glucosyltransferase,Enzyme,157,0.554,0.731,7.1449E-17,0.01,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,LRFN5,145581,Q96NI6,leucine rich repeat and fibronectin type III domain containing 5,,7,0.839,0.077,0.55863,0.01,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,PWAR1,145624,,Prader Willi/Angelman region RNA 1,,246,0.49,0.769,,0.01,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,RBFOX3,146713,A6NFN3,RNA binding fox-1 homolog 3,Nucleic acid binding,30,0.751,0.192,0.99785,0.01,,1,1,0,2016,2016
